Requested report - WIN WAVES
ORGANIZATION ID = 21FLPDEM WBID = 1558F | 1558G | 1558H | 1558I | 1558IA ACTIVITY START DATE TIME =  FROM:  01/01/2015 TO:   DEP ANALYTE GROUP = Biological DEP ANALYTE NAME - UNIT = Chlorophyll a- uncorrected - ug/L | Chlorophyll a- corrected - ug/L
Report Run on JUNE 13, 2025 The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA). The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"DEP Latitude"|"DEP Longitude"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLPDEM"|"E5-D-19-03"|"27.858060001"|"-82.59361"|"1558F"|"E5D1931021S"|"Sample"|"05/22/2019 10:21:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4568970"|"Chlorophyll a- corrected"|"3.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-D-19-02"|"28.035800001"|"-82.69189"|"1558IA"|"E1D1920943S"|"Sample"|"03/26/2019 09:43:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4551611"|"Chlorophyll a- corrected"|"6.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-D-19-03"|"27.858060001"|"-82.59361"|"1558F"|"E5D1931021S"|"Sample"|"05/22/2019 10:21:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4573971"|"Chlorophyll a- uncorrected"|"4.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-D-19-02"|"28.035800001"|"-82.69189"|"1558IA"|"E1D1920943S"|"Sample"|"03/26/2019 09:43:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4553002"|"Chlorophyll a- uncorrected"|"7.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-B-19-04"|"27.869690001"|"-82.59936"|"1558F"|"E5B1941216S"|"Sample"|"06/19/2019 12:16:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4570207"|"Chlorophyll a- uncorrected"|"2.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-B-19-04"|"27.869690001"|"-82.59936"|"1558F"|"E5B1941216S"|"Sample"|"06/19/2019 12:16:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4574265"|"Chlorophyll a- corrected"|"2.3"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-D-19-01"|"27.850030001"|"-82.58783"|"1558F"|"E5D1911304S"|"Sample"|"01/22/2019 13:04:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4552307"|"Chlorophyll a- uncorrected"|"3.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-D-19-01"|"27.850030001"|"-82.58783"|"1558F"|"E5D1911304S"|"Sample"|"01/22/2019 13:04:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4552161"|"Chlorophyll a- corrected"|"3.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-19-04"|"27.976930001"|"-82.68207"|"1558I"|"E1B1941200S"|"Sample"|"06/17/2019 12:00:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4572444"|"Chlorophyll a- uncorrected"|"45.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-19-04"|"27.931630001"|"-82.71147"|"1558H"|"E2B1941110S"|"Sample"|"06/17/2019 11:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4569143"|"Chlorophyll a- corrected"|"47.3"|""|"ug/L"|"0.5"|"0.5"|"!"|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-19-04"|"27.931630001"|"-82.71147"|"1558H"|"E2B1941110S"|"Sample"|"06/17/2019 11:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4569647"|"Chlorophyll a- uncorrected"|"51.8"|""|"ug/L"|"0.5"|"0.5"|"!"|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-19-04"|"27.976930001"|"-82.68207"|"1558I"|"E1B1941200S"|"Sample"|"06/17/2019 12:00:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4574452"|"Chlorophyll a- corrected"|"43.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-A-19-02"|"28.028050001"|"-82.68195"|"1558IA"|"E1A1921011S"|"Sample"|"03/26/2019 10:11:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4551004"|"Chlorophyll a- uncorrected"|"7.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-D-19-02"|"27.891700001"|"-82.61498"|"1558G"|"E4D1921023S"|"Sample"|"03/25/2019 10:23:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4555281"|"Chlorophyll a- corrected"|"3.3"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-A-19-02"|"28.028050001"|"-82.68195"|"1558IA"|"E1A1921011S"|"Sample"|"03/26/2019 10:11:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4553127"|"Chlorophyll a- corrected"|"6.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-D-19-02"|"27.891700001"|"-82.61498"|"1558G"|"E4D1921023S"|"Sample"|"03/25/2019 10:23:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4555113"|"Chlorophyll a- uncorrected"|"3.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-B-19-02"|"27.917150001"|"-82.68065"|"1558H"|"E3B1921224S"|"Sample"|"03/25/2019 12:24:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4554187"|"Chlorophyll a- uncorrected"|"3.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-B-19-02"|"27.917150001"|"-82.68065"|"1558H"|"E3B1921224S"|"Sample"|"03/25/2019 12:24:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4555609"|"Chlorophyll a- corrected"|"3.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-C-19-03"|"27.901990001"|"-82.64337"|"1558H"|"E3C1931410S"|"Sample"|"05/16/2019 14:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4570196"|"Chlorophyll a- uncorrected"|"9.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-C-19-03"|"27.901990001"|"-82.64337"|"1558H"|"E3C1931410S"|"Sample"|"05/16/2019 14:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4572425"|"Chlorophyll a- corrected"|"8.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-D-19-04"|"27.925140001"|"-82.70095"|"1558H"|"E2D1941048S"|"Sample"|"06/17/2019 10:48:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4572953"|"Chlorophyll a- corrected"|"34.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-A-19-01"|"27.904420001"|"-82.63157"|"1558G"|"E4A1911009S"|"Sample"|"01/23/2019 10:09:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4555670"|"Chlorophyll a- uncorrected"|"7.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-A-19-01"|"27.904420001"|"-82.63157"|"1558G"|"E4A1911009S"|"Sample"|"01/23/2019 10:09:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4554820"|"Chlorophyll a- corrected"|"5.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-C-19-04"|"28.028920001"|"-82.68753"|"1558IA"|"E1C1941258S"|"Sample"|"06/17/2019 12:58:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4571455"|"Chlorophyll a- uncorrected"|"11.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-D-19-04"|"27.925140001"|"-82.70095"|"1558H"|"E2D1941048S"|"Sample"|"06/17/2019 10:48:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4570740"|"Chlorophyll a- uncorrected"|"36"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-C-19-04"|"28.028920001"|"-82.68753"|"1558IA"|"E1C1941258S"|"Sample"|"06/17/2019 12:58:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4571844"|"Chlorophyll a- corrected"|"10.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-19-02"|"28.000030001"|"-82.66724"|"1558I"|"E1B1921059S"|"Sample"|"03/26/2019 10:59:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4551344"|"Chlorophyll a- uncorrected"|"5.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-19-02"|"28.000030001"|"-82.66724"|"1558I"|"E1B1921059S"|"Sample"|"03/26/2019 10:59:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4550210"|"Chlorophyll a- corrected"|"5.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-19-01"|"28.000430001"|"-82.65578"|"1558I"|"E1B1910948S"|"Sample"|"02/13/2019 09:48:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4553013"|"Chlorophyll a- corrected"|"5.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-A-19-03"|"27.927570001"|"-82.63283"|"1558H"|"E3A1931258S"|"Sample"|"05/16/2019 12:58:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4573187"|"Chlorophyll a- corrected"|"10.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-A-19-03"|"27.927570001"|"-82.63283"|"1558H"|"E3A1931258S"|"Sample"|"05/16/2019 12:58:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4573201"|"Chlorophyll a- uncorrected"|"11"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-19-01"|"28.000430001"|"-82.65578"|"1558I"|"E1B1910948S"|"Sample"|"02/13/2019 09:48:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4555545"|"Chlorophyll a- uncorrected"|"6.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-D-19-01"|"28.013850001"|"-82.68208"|"1558IA"|"E1D1911023S"|"Sample"|"02/13/2019 10:23:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4555438"|"Chlorophyll a- corrected"|"7.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-D-19-01"|"28.013850001"|"-82.68208"|"1558IA"|"E1D1911023S"|"Sample"|"02/13/2019 10:23:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4554149"|"Chlorophyll a- uncorrected"|"10.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-19-02"|"27.923360001"|"-82.64191"|"1558H"|"E3D1921203S"|"Sample"|"03/25/2019 12:03:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4554408"|"Chlorophyll a- corrected"|"2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-A-19-04"|"27.982180001"|"-82.69286"|"1558I"|"E1A1941216S"|"Sample"|"06/17/2019 12:16:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4572104"|"Chlorophyll a- corrected"|"12.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-A-19-04"|"27.982180001"|"-82.69286"|"1558I"|"E1A1941216S"|"Sample"|"06/17/2019 12:16:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4572264"|"Chlorophyll a- uncorrected"|"13.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-19-02"|"27.923360001"|"-82.64191"|"1558H"|"E3D1921203S"|"Sample"|"03/25/2019 12:03:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4550617"|"Chlorophyll a- uncorrected"|"2.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-C-21-03"|"27.957729988"|"-82.71605"|"1558H"|"E2C2131057S"|"Sample"|"05/17/2021 10:57:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.315"|"m"|""|""|""|"9295858"|"Chlorophyll a- corrected"|"3.2"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E2-C-21-03"|"27.957729988"|"-82.71605"|"1558H"|"E2C2131057S"|"Sample"|"05/17/2021 10:57:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.315"|"m"|""|""|""|"9292932"|"Chlorophyll a- uncorrected"|"3.4"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E2-D-21-03"|"27.947899988"|"-82.70766"|"1558H"|"E2D2131009S"|"Sample"|"05/17/2021 10:09:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.317"|"m"|""|""|""|"9291450"|"Chlorophyll a- uncorrected"|"20.7"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E2-D-21-03"|"27.947899988"|"-82.70766"|"1558H"|"E2D2131009S"|"Sample"|"05/17/2021 10:09:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.317"|"m"|""|""|""|"9292771"|"Chlorophyll a- corrected"|"19.7"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E2-D-21-05"|"27.926069988"|"-82.6962"|"1558H"|"E2D2151046S"|"Sample"|"08/03/2021 10:46:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.307"|"m"|""|""|""|"9296679"|"Chlorophyll a- corrected"|"32.4"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|"MEDIUM Karenia brevis impacts"|""
"21FLPDEM"|"E2-D-21-05"|"27.926069988"|"-82.6962"|"1558H"|"E2D2151046S"|"Sample"|"08/03/2021 10:46:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.307"|"m"|""|""|""|"9297352"|"Chlorophyll a- uncorrected"|"34.4"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|"MEDIUM Karenia brevis impacts"|""
"21FLPDEM"|"E4-B-21-05"|"27.899519988"|"-82.60336"|"1558G"|"E4B2150912S"|"Sample"|"07/27/2021 09:12:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.363"|"m"|""|""|""|"9289417"|"Chlorophyll a- corrected"|"86.9"|""|"ug/L"|"0.5"|"0.5"|"!"|""|"E54357"|"MEDIUM Karenia brevis impacts; normal distribution potential outlier"|""
"21FLPDEM"|"E5-D-21-02"|"27.870209988"|"-82.59832"|"1558F"|"E5D2121104S"|"Sample"|"04/06/2021 11:04:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.287"|"m"|""|""|""|"9291290"|"Chlorophyll a- corrected"|"2.4"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E5-D-21-02"|"27.870209988"|"-82.59832"|"1558F"|"E5D2121104S"|"Sample"|"04/06/2021 11:04:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.287"|"m"|""|""|""|"9291535"|"Chlorophyll a- uncorrected"|"2.8"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E4-B-21-05"|"27.899519988"|"-82.60336"|"1558G"|"E4B2150912S"|"Sample"|"07/27/2021 09:12:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.363"|"m"|""|""|""|"9296365"|"Chlorophyll a- uncorrected"|"97.9"|""|"ug/L"|"0.5"|"0.5"|"!"|""|"E54357"|"MEDIUM Karenia brevis impacts; normal distribution potential outlier"|""
"21FLPDEM"|"E3-D-21-03"|"27.918189988"|"-82.65675"|"1558H"|"E3D2131250S"|"Sample"|"05/11/2021 12:50:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.295"|"m"|""|""|""|"9291781"|"Chlorophyll a- corrected"|"3.2"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E4-D-21-05"|"27.891689988"|"-82.63624"|"1558G"|"E4D2150944S"|"Sample"|"07/27/2021 09:44:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.356"|"m"|""|""|""|"9291912"|"Chlorophyll a- corrected"|"6.4"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|"MEDIUM Karenia brevis impacts"|""
"21FLPDEM"|"E3-D-21-03"|"27.918189988"|"-82.65675"|"1558H"|"E3D2131250S"|"Sample"|"05/11/2021 12:50:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.295"|"m"|""|""|""|"9292998"|"Chlorophyll a- uncorrected"|"3.3"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E5-A-21-04"|"27.869502608"|"-82.59566503"|"1558F"|"E5A2141057S"|"Sample"|"07/01/2021 10:57:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.31"|"m"|""|""|""|"9293953"|"Chlorophyll a- uncorrected"|"3.8"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E4-D-21-05"|"27.891689988"|"-82.63624"|"1558G"|"E4D2150944S"|"Sample"|"07/27/2021 09:44:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.356"|"m"|""|""|""|"9291383"|"Chlorophyll a- uncorrected"|"6.9"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|"MEDIUM Karenia brevis impacts"|""
"21FLPDEM"|"E5-A-21-04"|"27.869502608"|"-82.59566503"|"1558F"|"E5A2141057S"|"Sample"|"07/01/2021 10:57:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.31"|"m"|""|""|""|"9291084"|"Chlorophyll a- corrected"|"3.5"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E4-B-21-03"|"27.899199988"|"-82.63097"|"1558G"|"E4B2131046S"|"Sample"|"05/11/2021 10:46:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.291"|"m"|""|""|""|"9296033"|"Chlorophyll a- uncorrected"|"5.7"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E4-B-21-03"|"27.899199988"|"-82.63097"|"1558G"|"E4B2131046S"|"Sample"|"05/11/2021 10:46:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.291"|"m"|""|""|""|"9293929"|"Chlorophyll a- corrected"|"5.2"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E2-C-21-02"|"27.957809988"|"-82.69027"|"1558H"|"E2C2121055S"|"Sample"|"03/15/2021 10:55:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.279"|"m"|""|""|""|"9297327"|"Chlorophyll a- corrected"|"2.2"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E2-C-21-02"|"27.957809988"|"-82.69027"|"1558H"|"E2C2121055S"|"Sample"|"03/15/2021 10:55:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.279"|"m"|""|""|""|"9290230"|"Chlorophyll a- uncorrected"|"3.5"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E1-C-21-03"|"27.974179988"|"-82.68543"|"1558I"|"E1C2131237S"|"Sample"|"05/17/2021 12:37:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.332"|"m"|""|""|""|"9290832"|"Chlorophyll a- uncorrected"|"6.1"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E1-C-21-03"|"27.974179988"|"-82.68543"|"1558I"|"E1C2131237S"|"Sample"|"05/17/2021 12:37:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.332"|"m"|""|""|""|"9292276"|"Chlorophyll a- corrected"|"5.6"|""|"ug/L"|"0.5"|"0.5"|""|""|"E54357"|""|""
"21FLPDEM"|"E3-B-21-05"|"27.927629988"|"-82.67568"|"1558H"|"E3B2151233S"|"Sample"|"07/27/2021 12:33:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.319"|"m"|""|""|""|"9295069"|"Chlorophyll a- uncorrected"|"108"|""|"ug/L"|"0.5"|"0.5"|"!"|""|"E54357"|"MEDIUM Karenia brevis impacts; normal distribution potential outlier"|""
